PMID,OWN,STAT,LR,IS,VI,DP,TI,PG,LID,AB,CI,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,SB,PMC,OTO,OT,EDAT,MHDA,CRDT,PHST,AID,PST,SO,IP,COIS,AUID,DCOM,MH,CON,RN,GR,PS,FPS,TT,CN,CIN,MID,RF
29707400,NLM,PubMed-not-MEDLINE,20200930,2090-682X (Print) 2090-6838 (Linking),2018,2018,"""Capgras"" Delusions Involving Belongings, Not People, and Evolving Visual Hallucinations Associated with Occipital Lobe Seizures.",1459869,10.1155/2018/1459869 [doi],"Capgras syndrome is characterized by the delusional belief that a familiar person has been replaced by a visually similar imposter or replica. Rarely, the delusional focus may be objects rather than people. Numerous etiologies have been described for Capgras to include seizures. Similarly, visual hallucinations, both simple and complex, can occur secondary to seizure activity. We present, to our knowledge, the first reported case of visual hallucinations and Capgras delusions for objects that developed secondary to new onset occipital lobe epilepsy. We then discuss the possible underlying neurologic mechanisms responsible for the symptomatology.",,"['Lilly, Brandon', 'Maynard, Erika', 'Melvin, Kelly', 'Holroyd, Suzanne']","['Lilly B', 'Maynard E', 'Melvin K', 'Holroyd S']","['Department of Psychiatry & Behavioral Medicine, Marshall University, Huntington, WV, USA.', 'Department of Psychiatry & Behavioral Medicine, Marshall University, Huntington, WV, USA.', 'Department of Psychiatry & Behavioral Medicine, Marshall University, Huntington, WV, USA.', 'Department of Psychiatry & Behavioral Medicine, Marshall University, Huntington, WV, USA.']",['eng'],['Case Reports'],20180307,United States,Case Rep Psychiatry,Case reports in psychiatry,101583308,,PMC5863322,,,2018/05/01 06:00,2018/05/01 06:01,['2018/05/01 06:00'],"['2017/10/09 00:00 [received]', '2018/01/18 00:00 [revised]', '2018/02/06 00:00 [accepted]', '2018/05/01 06:00 [entrez]', '2018/05/01 06:00 [pubmed]', '2018/05/01 06:01 [medline]']",['10.1155/2018/1459869 [doi]'],epublish,Case Rep Psychiatry. 2018 Mar 7;2018:1459869. doi: 10.1155/2018/1459869. eCollection 2018.,,,"['ORCID: 0000-0003-0463-3326', 'ORCID: 0000-0002-1713-8677', 'ORCID: 0000-0002-3610-0607']",,,,,,,,,,,,
29606718,NLM,MEDLINE,20190306,1553-6467 (Electronic) 0002-9459 (Linking),82,2018 Mar,Intellectual Self-doubt and How to Get Out of It.,6990,10.5688/ajpe6990 [doi],,,"['Persky, Adam M']",['Persky AM'],"['Eshelman School of Pharmacy, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina.', 'Associate Editor, American Journal of Pharmaceutical Education, Alexandria, Virginia.']",['eng'],['Journal Article'],,United States,Am J Pharm Educ,American journal of pharmaceutical education,0372650,IM,PMC5869760,['NOTNLM'],"['burnout', 'imposter syndrome', 'mental health', 'mentoring', 'perfectionism']",2018/04/03 06:00,2019/03/07 06:00,['2018/04/03 06:00'],"['2018/04/03 06:00 [entrez]', '2018/04/03 06:00 [pubmed]', '2019/03/07 06:00 [medline]']","['10.5688/ajpe6990 [doi]', 'ajpe6990 [pii]']",ppublish,Am J Pharm Educ. 2018 Mar;82(2):6990. doi: 10.5688/ajpe6990.,2,,,20190306,"['Faculty/*psychology', 'Humans', '*Professional Competence', '*Self Concept', 'Students/psychology']",,,,,,,,,,
29185820,NLM,MEDLINE,20180326,1941-9260 (Electronic) 0032-5481 (Linking),130,2018 Mar,Delusional misidentification in Parkinson's disease: report of two cases and a review.,280-283,10.1080/00325481.2018.1411161 [doi],"Syndromes of delusional misidentification consist of disordered familiarity and have been reported in diverse diagnoses, including Parkinson's disease. Although the most common delusional misidentification is Capgras syndrome, in which the sufferer believes a familiar person has been replaced by an identical imposter, other forms have been also described. The pathogenesis of delusions of misidentification appears to require dysfunction of or connection to a left cerebral cortical area involved in recognition of familiarity, and also right frontal cortex serving belief evaluation. Two cases of Parkinson's disease with an unusual delusional misidentification, intermetamorphosis, are presented, along with their improvement with pimavanserin, a novel atypical antipsychotic medication.",,"['Hermanowicz, Neal']",['Hermanowicz N'],"['a Irvine - Neurology , University of California , Irvine , CA , USA.']",['eng'],"['Case Reports', 'Journal Article', 'Review']",20171213,England,Postgrad Med,Postgraduate medicine,0401147,AIM IM,,['NOTNLM'],"['Delusional misidentification', ""Parkinson's disease"", ""Parkinson's disease psychosis"", 'pimavanserin']",2017/12/01 06:00,2018/03/27 06:00,['2017/11/30 06:00'],"['2017/12/01 06:00 [pubmed]', '2018/03/27 06:00 [medline]', '2017/11/30 06:00 [entrez]']",['10.1080/00325481.2018.1411161 [doi]'],ppublish,Postgrad Med. 2018 Mar;130(2):280-283. doi: 10.1080/00325481.2018.1411161. Epub 2017 Dec 13.,2,,,20180326,"['Aged', 'Aged, 80 and over', 'Antipsychotic Agents/*therapeutic use', 'Delusions/drug therapy/*etiology', 'Female', 'Humans', 'Male', 'Parkinson Disease/*complications/drug therapy', 'Piperidines/*therapeutic use', 'Urea/*analogs & derivatives/therapeutic use']",,"['0 (Antipsychotic Agents)', '0 (Piperidines)', '8W8T17847W (Urea)', 'JZ963P0DIK (pimavanserin)']",,,,,,,,
29151089,NLM,MEDLINE,20180702,1662-2804 (Electronic) 0300-5186 (Linking),42,2018,Capgras Syndrome and Other Delusional Misidentification Syndromes.,35-43,10.1159/000475680 [doi],"The delusional misidentification syndromes (DMS) are a group of disorders, characterized by patients mistaking the identity of people they know, although they recognize them physically. The term DMS is an umbrella term which may cover disorders whose definition extends to objects other than people, such as animals, places, or familiar material objects. The most common and best known DMS is Capgras syndrome. In this disorder, the misidentification leads to the delusional conviction that a close friend or relative has been replaced by an identical - or almost identical - ""double,"" whose original has disappeared. This double is an imposter without name or identity. Most often considered as a persecutor, the double may be subjected to aggression, which may be very violent. Neuropsychological hypotheses based on cerebral dysfunctions are now commonly considered to be at the origin of the disorder. They have been elaborated from achievements in the neurosciences, particularly the facial recognition models. In return, knowledge about the normal cognitive processes involved in recognition and familiarity has benefited from the work that cognitive neuropsychiatry has invested in these disorders. The DMS are observed in various contexts of morbidity: primary psychiatric diagnosis, or secondary to various organic disorders, particularly in neurodegenerative disease; they are rarely met in isolated form. Most often, they develop in line with the associated pathology. In the absence of consensual clinical description, the epidemiology of DMS is uncertain; they may be more frequent than previously supposed. There is no specific treatment for these disorders; neuroleptics are generally used in association with treatment of the concomitant disorder. The frequent association of DMS with organic disorders which may be curable and the particularly dangerous profile of these patients are factors that underline the need for better screening.","['(c) 2018 S. Karger AG, Basel.']","['Barrelle, Alain', 'Luaute, J-P']","['Barrelle A', 'Luaute JP']",,['eng'],"['Journal Article', 'Review']",20171117,Switzerland,Front Neurol Neurosci,Frontiers of neurology and neuroscience,101274949,IM,,,,2017/11/21 06:00,2018/07/03 06:00,['2017/11/20 06:00'],"['2017/11/20 06:00 [entrez]', '2017/11/21 06:00 [pubmed]', '2018/07/03 06:00 [medline]']","['000475680 [pii]', '10.1159/000475680 [doi]']",ppublish,Front Neurol Neurosci. 2018;42:35-43. doi: 10.1159/000475680. Epub 2017 Nov 17.,,,,20180702,"['Capgras Syndrome/etiology/pathology/*physiopathology', 'Delusions/etiology/pathology/*physiopathology', 'Humans', 'Paranoid Disorders/etiology/pathology/*physiopathology']",,,,,,,,,,
29116983,NLM,MEDLINE,20190903,1938-808X (Electronic) 1040-2446 (Linking),93,2018 May,"""Rising to the Level of Your Incompetence"": What Physicians' Self-Assessment of Their Performance Reveals About the Imposter Syndrome in Medicine.",763-768,10.1097/ACM.0000000000002046 [doi],"PURPOSE: Mistakes are ubiquitous in medicine; when confronted by error, physicians may experience anxiety, guilt, and self-doubt. Feedback may be useful for navigating these feelings, but only if it matches a physician's self-assessment; self-doubt and the imposter syndrome are examples of inaccurate self-assessments that may affect receptivity to feedback. The impact of real or imagined underperformance on seemingly competent physicians is poorly understood. This study aimed to develop a deeper understanding to identify strategies to support all physicians who struggle. METHOD: In 2015, 28 physicians were interviewed about their experiences with underperformance. Early in the data collection process, participants spontaneously identified the imposter syndrome as a feature of their experiences; questions about the imposter syndrome were probed in subsequent interviews. RESULTS: Many participants-even those at advanced career stages-questioned the validity of their achievements; progressive independence and career advancement were variably experienced as ""rising to the level of your incompetence."" Not all participants identified as imposters; the imposter syndrome occurred at the extreme end of a spectrum of self-doubt. Even positive feedback could not buffer participants' insecurities, which participants rarely shared with their colleagues. CONCLUSIONS: Self-doubt variably affects clinicians at all career stages. Frequent transitions may cause a resurgence of self-doubt that may affect feedback credibility. Medical educators must recognize that it is not just the underperforming or failing learners who struggle and require support, and medical culture must create space for physicians to share their struggles.",,"['LaDonna, Kori A', 'Ginsburg, Shiphra', 'Watling, Christopher']","['LaDonna KA', 'Ginsburg S', 'Watling C']","['K.A. LaDonna is assistant professor, Departments of Innovation in Medical Education and Medicine, University of Ottawa, Ottawa, Ontario, Canada. S. Ginsburg is professor, Internal Medicine (Respirology), and scientist, Wilson Centre, University of Toronto, Toronto, Ontario, Canada. C. Watling is professor, Departments of Clinical Neurological Sciences and Oncology, associate dean, Postgraduate Medical Education, and scientist, Centre for Education Research and Innovation, Schulich School of Medicine and Dentistry, Western University, London, Ontario, Canada.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,Acad Med,Academic medicine : journal of the Association of American Medical Colleges,8904605,AIM IM,,,,2017/11/09 06:00,2019/09/04 06:00,['2017/11/09 06:00'],"['2017/11/09 06:00 [pubmed]', '2019/09/04 06:00 [medline]', '2017/11/09 06:00 [entrez]']",['10.1097/ACM.0000000000002046 [doi]'],ppublish,Acad Med. 2018 May;93(5):763-768. doi: 10.1097/ACM.0000000000002046.,5,,,20190903,"['Adult', '*Clinical Competence', 'Female', 'Humans', 'Male', 'Middle Aged', 'Physicians/*psychology', '*Self Efficacy', '*Self-Assessment', '*Work Performance']",,,,,,,,['Acad Med. 2018 May;93(5):685-686. PMID: 29369087'],,
28742562,NLM,MEDLINE,20190215,1938-808X (Electronic) 1040-2446 (Linking),92,2017 Aug,On Overcoming Imposter Syndrome.,1070,10.1097/ACM.0000000000001801 [doi],,,"['Russell, Rebecca']",['Russell R'],"['Second-year medical student, Sidney Kimmel Medical College, Philadelphia, Pennsylvania; rjr008@jefferson.edu.']",['eng'],['Letter'],,United States,Acad Med,Academic medicine : journal of the Association of American Medical Colleges,8904605,AIM IM,,,,2017/07/26 06:00,2019/02/08 06:00,['2017/07/26 06:00'],"['2017/07/26 06:00 [entrez]', '2017/07/26 06:00 [pubmed]', '2019/02/08 06:00 [medline]']","['10.1097/ACM.0000000000001801 [doi]', '00001888-201708000-00012 [pii]']",ppublish,Acad Med. 2017 Aug;92(8):1070. doi: 10.1097/ACM.0000000000001801.,8,,,20190207,"['*Clinical Competence', 'Humans', '*Self Concept', 'Students, Medical/*psychology']",,,,,,,,,,
28635483,NLM,PubMed-not-MEDLINE,20191120,2047-9018 (Electronic) 0029-6570 (Linking),31,2017 Jun 21,Student life - Imposter syndrome.,35,10.7748/ns.31.43.35.s40 [doi],"I will never forget the first time I stepped onto a ward as a nursing student in my freshly ironed new uniform. Everything was going well. This was it, I was living my dream. And then an older woman called out for a nurse, looked at me, and I froze. I wasn't a 'real' nurse, so what on earth was I to do?",,"['Day-Calder, Mandy']",['Day-Calder M'],,['eng'],['Journal Article'],,England,Nurs Stand,Nursing standard (Royal College of Nursing (Great Britain) : 1987),9012906,,,,,2017/06/22 06:00,2017/06/22 06:01,['2017/06/22 06:00'],"['2017/06/22 06:00 [entrez]', '2017/06/22 06:00 [pubmed]', '2017/06/22 06:01 [medline]']",['10.7748/ns.31.43.35.s40 [doi]'],ppublish,Nurs Stand. 2017 Jun 21;31(43):35. doi: 10.7748/ns.31.43.35.s40.,43,,,,,,,,,,,,,,
28424054,NLM,MEDLINE,20181202,1471-2377 (Electronic) 1471-2377 (Linking),17,2017 Apr 19,An unusual delusion of duplication in a patient affected by Dementia with Lewy bodies.,78,10.1186/s12883-017-0842-1 [doi],"BACKGROUND: Dementia with Lewy bodies (DLB) is the second most frequent diagnosis of progressive degenerative dementia in older people. Delusions are common features in DLB and, among them, Capgras syndrome represents the most frequent disturbance, characterized by the recurrent and transient belief that a familiar person, often a close family member or caregiver, has been replaced by an identical-looking imposter. However, other delusional conditions near to misidentification syndromes can occur in DLB patients and may represent a major psychiatric disorder, although rarely studied systematically. CASE PRESENTATION: We reported on a female patient affected by DLB who presented with an unusual delusion of duplication. Referring to the female professional caregiver engaged by her relatives for her care, the patient constantly described the presence of two different female persons, with a disorder framed in the context of a delusion of duplication. A brain 99Tc-hexamethylpropyleneamineoxime SPECT was performed showing moderate hypoperfusion in both occipital lobes, and associated with marked decreased perfusion in parieto-fronto-temporal lobes bilaterally. CONCLUSIONS: An occipital hypoperfusion was identified, although in association with a marked global decrease of perfusion in the remaining lobes. The role of posterior lobes is certainly important in all misidentification syndromes where a natural dissociation between recognition and identification is present. Moreover, the concomitant presence of severe attentional and executive deficits evocative for a frontal syndrome and the marked global decrease of perfusion in the remaining lobes at the SPECT scan also suggest a possible dysfunction in an abnormal connectivity between anterior and posterior areas.",,"['Solla, Paolo', 'Mura, Gioia', 'Cannas, Antonino', 'Floris, Gianluca', 'Fonti, Davide', 'Orofino, Gianni', 'Carta, Mauro Giovanni', 'Marrosu, Francesco']","['Solla P', 'Mura G', 'Cannas A', 'Floris G', 'Fonti D', 'Orofino G', 'Carta MG', 'Marrosu F']","['Department of Neurology, Movement Disorders Center, Institute of Neurology, University of Cagliari, SS 554 Bivio per Sestu, Monserrato, 09042, Cagliari, Italy. paosol29@yahoo.it.', 'Department of Medical Sciences and Public Health, University of Cagliari, Cagliari, Italy.', 'Department of Neurology, Movement Disorders Center, Institute of Neurology, University of Cagliari, SS 554 Bivio per Sestu, Monserrato, 09042, Cagliari, Italy.', 'Department of Neurology, Movement Disorders Center, Institute of Neurology, University of Cagliari, SS 554 Bivio per Sestu, Monserrato, 09042, Cagliari, Italy.', 'Department of Neurology, Movement Disorders Center, Institute of Neurology, University of Cagliari, SS 554 Bivio per Sestu, Monserrato, 09042, Cagliari, Italy.', 'Department of Neurology, Movement Disorders Center, Institute of Neurology, University of Cagliari, SS 554 Bivio per Sestu, Monserrato, 09042, Cagliari, Italy.', 'Chair of Quality of Care and Applied Medical Technologies, Department of Public Health, Clinical and Molecular Medicine, University of Cagliari, Monserrato, Italy.', 'Department of Neurology, Movement Disorders Center, Institute of Neurology, University of Cagliari, SS 554 Bivio per Sestu, Monserrato, 09042, Cagliari, Italy.', 'Department of Medical Sciences and Public Health, University of Cagliari, Cagliari, Italy.']",['eng'],"['Case Reports', 'Journal Article']",20170419,England,BMC Neurol,BMC neurology,100968555,IM,PMC5395768,['NOTNLM'],"['*Capgras syndrome', '*Delusion of duplication', '*Dementia with Lewy bodies', '*Misidentification syndromes']",2017/04/21 06:00,2017/05/16 06:00,['2017/04/21 06:00'],"['2016/07/04 00:00 [received]', '2017/03/17 00:00 [accepted]', '2017/04/21 06:00 [entrez]', '2017/04/21 06:00 [pubmed]', '2017/05/16 06:00 [medline]']","['10.1186/s12883-017-0842-1 [doi]', '10.1186/s12883-017-0842-1 [pii]']",epublish,BMC Neurol. 2017 Apr 19;17(1):78. doi: 10.1186/s12883-017-0842-1.,1,,['ORCID: http://orcid.org/0000-0002-2982-0665'],20170515,"['Aged', 'Capgras Syndrome/*complications', 'Cerebral Cortex/blood supply', 'Female', 'Humans', 'Lewy Body Disease/complications/*psychology', 'Neuroimaging', 'Oximes/metabolism', 'Technetium Compounds/metabolism', 'Tomography, Emission-Computed, Single-Photon']",,"['0 (Oximes)', '0 (Technetium Compounds)', '0 (hexamethylpropyleneamine oxime)']",,,,,,,,
28082298,NLM,MEDLINE,20191210,1460-2156 (Electronic) 0006-8950 (Linking),140,2017 Feb,Finding the imposter: brain connectivity of lesions causing delusional misidentifications.,497-507,10.1093/brain/aww288 [doi],"SEE MCKAY AND FURL DOI101093/AWW323 FOR A SCIENTIFIC COMMENTARY ON THIS ARTICLE: Focal brain injury can sometimes lead to bizarre symptoms, such as the delusion that a family member has been replaced by an imposter (Capgras syndrome). How a single brain lesion could cause such a complex disorder is unclear, leading many to speculate that concurrent delirium, psychiatric disease, dementia, or a second lesion is required. Here we instead propose that Capgras and other delusional misidentification syndromes arise from single lesions at unique locations within the human brain connectome. This hypothesis is motivated by evidence that symptoms emerge from sites functionally connected to a lesion location, not just the lesion location itself. First, 17 cases of lesion-induced delusional misidentifications were identified and lesion locations were mapped to a common brain atlas. Second, lesion network mapping was used to identify brain regions functionally connected to the lesion locations. Third, regions involved in familiarity perception and belief evaluation, two processes thought to be abnormal in delusional misidentifications, were identified using meta-analyses of previous functional magnetic resonance imaging studies. We found that all 17 lesion locations were functionally connected to the left retrosplenial cortex, the region most activated in functional magnetic resonance imaging studies of familiarity. Similarly, 16 of 17 lesion locations were functionally connected to the right frontal cortex, the region most activated in functional magnetic resonance imaging studies of expectation violation, a component of belief evaluation. This connectivity pattern was highly specific for delusional misidentifications compared to four other lesion-induced neurological syndromes (P < 0.0001). Finally, 15 lesions causing other types of delusions were connected to expectation violation (P < 0.0001) but not familiarity regions, demonstrating specificity for delusion content. Our results provide potential neuroanatomical correlates for impaired familiarity perception and belief evaluation in patients with delusional misidentifications. More generally, we demonstrate a mechanism by which a single lesion can cause a complex neuropsychiatric syndrome based on that lesion's unique pattern of functional connectivity, without the need for pre-existing or hidden pathology.","['(c) The Author (2016). Published by Oxford University Press on behalf of the', 'Guarantors of Brain. All rights reserved. For Permissions, please email:', 'journals.permissions@oup.com.']","['Darby, R Ryan', 'Laganiere, Simon', 'Pascual-Leone, Alvaro', 'Prasad, Sashank', 'Fox, Michael D']","['Darby RR', 'Laganiere S', 'Pascual-Leone A', 'Prasad S', 'Fox MD']","['Berenson-Allen Center for Non-Invasive Brain Stimulation and Division of Cognitive Neurology, Department of Neurology, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA, USA rdarby@bidmc.harvard.edu.', 'Department of Neurology, Massachusetts General Hospital, Harvard Medical School, Boston, MA, USA.', 'Department of Neurology, McLean Psychiatric Hospital, Harvard Medical School, Belmont, MA, USA.', 'Berenson-Allen Center for Non-Invasive Brain Stimulation and Division of Cognitive Neurology, Department of Neurology, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA, USA.', 'Berenson-Allen Center for Non-Invasive Brain Stimulation and Division of Cognitive Neurology, Department of Neurology, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA, USA.', ""Department of Neurology, Brigham and Women's Hospital, Harvard Medical School, Boston, MA, USA."", 'Berenson-Allen Center for Non-Invasive Brain Stimulation and Division of Cognitive Neurology, Department of Neurology, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA, USA.', 'Department of Neurology, Massachusetts General Hospital, Harvard Medical School, Boston, MA, USA.', 'Athinoula A. Martinos Centre for Biomedical Imaging, Charlestown, MA, USA.']",['eng'],['Journal Article'],20170112,England,Brain,Brain : a journal of neurology,0372537,AIM IM,PMC5278302,['NOTNLM'],"['*Capgras', '*connectivity', '*delusional misidentifications', '*delusions', '*fregoli']",2017/01/14 06:00,2017/05/13 06:00,['2017/01/14 06:00'],"['2016/06/23 00:00 [received]', '2016/09/19 00:00 [revised]', '2016/09/23 00:00 [accepted]', '2017/01/14 06:00 [pubmed]', '2017/05/13 06:00 [medline]', '2017/01/14 06:00 [entrez]']","['aww288 [pii]', '10.1093/brain/aww288 [doi]']",ppublish,Brain. 2017 Feb;140(2):497-507. doi: 10.1093/brain/aww288. Epub 2017 Jan 12.,2,,,20170512,"['Aged', 'Aged, 80 and over', 'Brain/diagnostic imaging/*pathology', 'Brain Injuries/*complications', '*Brain Mapping', 'Female', 'Humans', 'Image Processing, Computer-Assisted', 'Magnetic Resonance Imaging', 'Male', 'Meta-Analysis as Topic', 'Motivation', 'Neuropsychological Tests', 'Psychiatric Status Rating Scales', 'Recognition, Psychology', 'Schizophrenia, Paranoid/*diagnosis/*etiology']",,,"['R25 NS065743/NS/NINDS NIH HHS/United States', 'R21 NS085491/NS/NINDS NIH HHS/United States', 'K23 NS083741/NS/NINDS NIH HHS/United States', 'R21 NS082870/NS/NINDS NIH HHS/United States', 'R01 NS073601/NS/NINDS NIH HHS/United States', 'R21 MH099196/MH/NIMH NIH HHS/United States', 'R01 HD069776/HD/NICHD NIH HHS/United States', 'UL1 RR025758/RR/NCRR NIH HHS/United States']",,,,,"['Brain. 2017 Feb;140(2):262-265. PMID: 28137956', 'Brain. 2017 Jul 1;140(7):e43. PMID: 28582476', 'Brain. 2017 Jul 1;140(7):e44. PMID: 28582487']",,
27802178,NLM,MEDLINE,20181113,2042-6372 (Electronic) 2042-6372 (Linking),7,2016 Oct 31,Impostor syndrome and burnout among American medical students: a pilot study.,364-369,ijme.7.364369 [pii] 10.5116/ijme.5801.eac4 [doi],"Objectives: To describe levels of burnout and impostor syndrome (IS) in medical students, and to recognize demographic differences in those experiencing burnout and IS. Methods: Anonymous survey administered online in 2014 that included demographic data, the Maslach Burnout Inventory and an IS screening questionnaire. Main outcome measures were level of burnout, and presence or absence of imposter syndrome. The presence of IS and burnout components were analyzed across age, gender, race, year of training, intention to pursue fellowship training, and greater than one year of work experience outside of medicine using chi-squared tests. The association between burnout and IS was also compared using chi-squared tests. Results: One hundred and thirty-eight students completed the questionnaire. Female gender was significantly associated with IS (chi(2)(3)=10.6, p=0.004) with more than double the percentage of females displaying IS than their male counterparts (49.4% of females versus 23.7% of males). IS was significantly associated with the burnout components of exhaustion (chi(2) (2)=5.9, p=0.045), cynicism (chi(2)(2)=9.4, p=0.004), emotional exhaustion (chi(2)(2)=8.0, p=0.018), and depersonalization (chi(2) (2)=10.3, p=0.006). The fourth year of medical school was significantly associated with IS (chi(2)(3)=10.5, p=0.015). Conclusions: Almost a quarter of male medical students and nearly half of female students experience IS and IS was found to be significantly associated with burnout indices. Given the high psychological morbidity of these conditions, this association cannot be ignored. It behooves us to reconsider facets of medical education (i.e. shame-based learning and overall teaching style) and optimize the medical learning environment.",,"['Villwock, Jennifer A', 'Sobin, Lindsay B', 'Koester, Lindsey A', 'Harris, Tucker M']","['Villwock JA', 'Sobin LB', 'Koester LA', 'Harris TM']","['Department of Otolaryngology, University of Kansas Medical Center, Kansas City, USA.', ""Department of Otolaryngology, Boston Children's Hospital, Boston, MA, USA."", 'Department of Otolaryngology, University of Pittsburgh Medical Center, Pittsburgh, PA, USA.', 'Arnot Medical Services, Arnot Ogden Medical Center, Elmira, NY, USA.']",['eng'],['Journal Article'],20161031,England,Int J Med Educ,International journal of medical education,101603754,IM,PMC5116369,['NOTNLM'],"['american medical students', 'impostor syndrome', 'pilot study', 'usa']",2016/11/02 06:00,2017/08/03 06:00,['2016/11/02 06:00'],"['2016/03/02 00:00 [received]', '2016/10/15 00:00 [accepted]', '2016/11/02 06:00 [pubmed]', '2017/08/03 06:00 [medline]', '2016/11/02 06:00 [entrez]']","['ijme.7.364369 [pii]', '10.5116/ijme.5801.eac4 [doi]']",epublish,Int J Med Educ. 2016 Oct 31;7:364-369. doi: 10.5116/ijme.5801.eac4.,,,,20170802,"['Adolescent', 'Adult', 'Burnout, Professional/diagnosis/*epidemiology', 'Cross-Sectional Studies', 'Depersonalization/diagnosis/*epidemiology', 'Female', 'Humans', 'Male', 'Mass Screening', 'Middle Aged', 'Pilot Projects', 'Stress, Psychological/diagnosis/epidemiology', 'Students, Medical/psychology/*statistics & numerical data', 'Surveys and Questionnaires', 'Syndrome', 'United States/epidemiology', 'Young Adult']",,,,,,,,,,
27424964,NLM,MEDLINE,20160718,1351-5578 (Print) 1351-5578 (Linking),23,2016 Jul,'Half the fun is getting there': a beginner's guide to doctoral study.,26-30,10.7748/nr.2016.e1446 [doi],"BACKGROUND: There is a significant need for more nurses to enrol in doctoral studies and to improve attrition rates in these courses. It is therefore important that those who consider undertaking doctoral studies are prepared for the many challenges associated with pursuing a higher degree by research. AIM: To present a personal reflection of the first year of doctoral study to inform others about the challenges and joys associated with beginning a doctorate, as well as to demystify some of the challenges of studying a PhD, and to encourage nurses and other healthcare professionals to pursue a doctorate. DISCUSSION: Issues discussed include the changing identity of a doctoral student, how to select and manage the supervisory team, and some of the barriers that will be faced in the first year of candidature and ways to overcome them. 'Imposter syndrome' and threshold concepts are also discussed. CONCLUSION: Embarking on a PhD is a challenging and transformative journey. Those who wish to undertake doctoral studies must plan carefully and pursue a topic they are passionate about. IMPLICATIONS FOR PRACTICE: Research is essential in contemporary nursing practice. Greater numbers of nurses enrolled in doctoral studies would increase generation of new nursing knowledge and translation of research to practice.",,"['Green, Elyce']",['Green E'],"['School of Nursing, Midwifery and Indigenous Health, Charles Sturt University, Wagga Wagga, NSW, Australia.']",['eng'],['Journal Article'],,England,Nurse Res,Nurse researcher,9435953,N,,['NOTNLM'],"['PhD', 'doctorate', 'nursing research', 'reflection', 'research', 'student']",2016/07/19 06:00,2016/08/27 06:00,['2016/07/19 06:00'],"['2016/07/19 06:00 [entrez]', '2016/07/19 06:00 [pubmed]', '2016/08/27 06:00 [medline]']",['10.7748/nr.2016.e1446 [doi]'],ppublish,Nurse Res. 2016 Jul;23(6):26-30. doi: 10.7748/nr.2016.e1446.,6,,,20160826,"['Education, Nursing, Graduate/*organization & administration', 'Mentors', '*Nursing Research']",,,,,,,,,,
27105786,NLM,MEDLINE,20170627,1553-0205 (Electronic) 1043-254X (Linking),90,2016 Apr,The Dental Hygiene Scholarly Identity and Roadblocks to Achieving It.,79-87,,"PURPOSE: Progress in the dental hygiene discipline is predicated on the development of a community of scholars with a dental hygiene scholarly identity who explore questions central to the art and science of dental hygiene and in doing so create conceptual models to expand the discipline's structural hierarchy of knowledge. Graduate dental hygiene education is challenged to develop programs that stimulate and nurture dental hygiene scholars as well as scientists. The need for the development of dental hygiene doctoral education is critical to strengthening our discipline's scholarly identity.The authors explore the tyranny of the ""Queen-Bee"" and the paralyzing nature of the ""Imposter Syndrome,"" as pathologic non-productive behavior patterns that create roadblocks not only for the individual to move forward, but also for the discipline as a whole. Recognizing and eliminating these maladaptive syndromes will empower the individual as well as strengthen the collective to build a strong dental hygiene scholarly identity. The significance of dynamic ""Follower-ship"" as an often undervalued concept is offered as an antidote to overcome roadblocks and energize the collective's value of a scholarly identity for dental hygiene.","[""Copyright (c) 2016 The American Dental Hygienists' Association.""]","['Walsh, Margaret', 'Ortega, Elena', 'Heckman, Barbara']","['Walsh M', 'Ortega E', 'Heckman B']",,['eng'],['Journal Article'],,United States,J Dent Hyg,Journal of dental hygiene : JDH,8902616,D,,['NOTNLM'],"['dental hygienists', 'doctoral dental hygiene education', 'follower-ship', 'graduate dental hygiene education', 'imposter phenomenon', 'queen bee syndrome', 'scholarly identity']",2016/04/24 06:00,2017/06/28 06:00,['2016/04/24 06:00'],"['2016/04/24 06:00 [entrez]', '2016/04/24 06:00 [pubmed]', '2017/06/28 06:00 [medline]']",['90/2/79 [pii]'],ppublish,J Dent Hyg. 2016 Apr;90(2):79-87.,2,,,20170627,"['Clinical Decision-Making', 'Dental Hygienists/*education/standards', 'Education, Graduate/standards', 'Fellowships and Scholarships', 'Health Education, Dental', 'Humans', 'Knowledge', 'Program Development', 'Research Personnel/education/standards']",,,,,,,,,,
